"","country","year","forest_area_sq_km_ag_lnd_frst_k2","co2_emissions_kg_per_2015_us_of_gdp_en_atm_co2e_kd_gd","net_migration_sm_pop_netm","population_density_people_per_sq_km_of_land_area_en_pop_dnst","ict_goods_exports_percent_of_total_goods_exports_tx_val_ictg_zs_un","multidimensional_poverty_index_scale_0_1_si_pov_mdim_xq","gdp_per_capita_constant_2015_us_ny_gdp_pcap_kd","gdp_growth_annual_percent_ny_gdp_mktp_kd_zg","gdp_constant_2015_us_ny_gdp_mktp_kd","human_capital_index_hci_scale_0_1_hd_hci_ovrl","mobile_cellular_subscriptions_it_cel_sets","secure_internet_servers_it_net_secr","individuals_using_the_internet_percent_of_population_it_net_user_zs","arable_land_hectares_per_person_ag_lnd_arbl_ha_pc"
"1","American Samoa",2010,174.3,NA,-1475,274.245,NA,NA,12532.3111237111,0.299850074962521,687384732.824428,NA,NA,3,NA,0.0156794107458659
"2","American Samoa",2011,174,NA,-1509,271.55,NA,NA,12656.6881389142,0,687384732.824428,NA,NA,1,NA,0.0160191493279322
"3","American Samoa",2012,173.7,NA,-1538,268.455,NA,NA,12247.6352882148,-4.33482810164425,657587786.259542,NA,NA,1,NA,0.0163900839991805
"4","American Samoa",2013,173.4,NA,-1575,264.975,NA,NA,12098.2751505435,-2.5,641148091.603054,NA,NA,0,NA,0.0167940371733182
"5","American Samoa",2014,173.1,NA,-1602,261.085,NA,NA,12494.9802110307,1.76282051282051,652450381.679389,NA,NA,24,NA,0.0172357661298045
"6","American Samoa",2015,172.8,NA,-1629,256.84,NA,NA,13101.5418159165,3.14960629921259,6.73e+08,NA,NA,1,NA,0.0177153091418782
"7","American Samoa",2016,172.5,NA,-1641,252.24,NA,NA,13116.4309769201,-1.67938931297709,661697709.923664,NA,NA,10,NA,0.0182366000634317
"8","American Samoa",2017,172.2,NA,-1652,247.315,NA,NA,12442.8576653719,-6.98757763975155,615461068.70229,NA,NA,55,NA,0.018801932757819
"9","American Samoa",2018,171.9,NA,-1652,242.12,NA,NA,13049.3301536176,2.6711185308848,631900763.358779,NA,NA,25,NA,0.0194118618866678
"10","American Samoa",2019,171.6,NA,-1650,236.605,NA,NA,13288.3565565116,-0.487804878048777,628818320.610687,NA,NA,19,NA,0.0200756535153526
"11","American Samoa",2020,171.3,NA,-1636,230.945,NA,NA,14303.6270325756,5.06535947712419,660670229.007634,NA,NA,12,NA,0.0207841693909805
"12","Angola",2010,721580,0.326067183009353,90016,18.7408237747654,NA,NA,2992.99292481041,4.398375937818,69928840398.9615,NA,9403365,30,2.8,0.179762315698151
"13","Angola",2011,716029.38,0.329834897660265,94709,19.4586596615064,NA,NA,2982.66523053463,3.47205314798103,72356806903.3803,NA,12073218,45,4.7,0.193741642057699
"14","Angola",2012,710478.76,0.303905379604755,96056,20.2039720863079,NA,NA,3118.02018277884,8.54210707584141,78537602825.7269,NA,12785109,80,7.7,0.186594628964918
"15","Angola",2013,704928.14,0.327054231731941,91528,20.9729702414374,NA,NA,3152.51580772684,4.95461303112738,82428837129.6654,NA,13285198,119,13,0.185298490434965
"16","Angola",2014,699377.52,0.342698188650863,84532,21.7601163070506,NA,NA,3185.00970610559,4.82255926962156,86404016655.5033,NA,14052558,160,21.4,0.184677741212077
"17","Angola",2015,693826.9,0.362865786133063,74170,22.5617397930537,0.024026653,0.264,3100.83068530533,0.943571561325001,87219300384.5072,NA,13884532,227,22,0.18220459453505
"18","Angola",2016,688276.2,0.347429285504554,91623,23.385534611374,0.0306570298,NA,2914.41213130922,-2.5801112218828,84968945427.6388,NA,13001124,240,23.2,0.183400671712249
"19","Angola",2017,682725.7,0.295422486840164,77733,24.2308719018208,0.0183903821,NA,2808.59871467039,-0.147149825449205,84843913772.756,0.361,13323952,322,26,0.177167926990925
"20","Angola",2018,677175.1,0.282314937592375,61632,25.085050934467,0.0129258073,NA,2677.24983283563,-1.31636168896895,83727060996.4296,0.360190957784653,13288421,345,29,0.171295005268513
"21","Angola",2019,671624.4,0.293278484389941,58986,25.9513820486083,0.0082861428,NA,2569.70165067457,-0.702272957616017,83139068488.845,NA,14830154,469,32.12939197,0.165762140508187
"22","Angola",2020,666073.8,0.252570029288333,7557,26.8135766423358,0.0082176448,NA,2346.84601909898,-5.63821471714934,78451509293.6061,0.362405389547348,14645050,660,32.55014678,0.160581606956414
"23","Argentina",2010,302140,0.302541621976453,-4970,14.904301546759,0.1118343541,NA,13551.3391940229,10.1253981561002,552738161802.463,0.588557064533234,57082298,1028,45,0.931712217671016
"24","Argentina",2011,299906,0.301475125372644,-1011,15.0771515955406,0.105784209,NA,14200.2698890608,6.00395169280579,585924294024.785,NA,60722729,1404,51,0.936139242669133
"25","Argentina",2012,297672,0.306866969245738,3127,15.2495426957383,0.1060151229,NA,13895.6337072986,-1.0264204544321,579910247223.428,NA,64327647,2643,55.8,0.949431929263345
"26","Argentina",2013,295438,0.308584546831977,5369,15.421160233713,0.1515718959,NA,14071.5086831557,2.40532378079436,593858966307.156,NA,67361515,3117,59.9,0.933378211728639
"27","Argentina",2014,293204,0.310224638675334,5801,15.5916453818299,0.2300608979,NA,13567.9484159809,-2.51261532081394,578937574935.696,NA,61234216,3837,64.7,0.919056937625236
"28","Argentina",2015,290970,0.311980198296642,5522,15.7606327351655,0.1170903558,NA,13789.060424772,2.73115982828944,594749285413.212,NA,61842011,5317,68.04306411,0.935248349217376
"29","Argentina",2016,290100,0.314502189116929,5215,15.9281350828921,0.0891312279,NA,13360.2118345982,-2.08032784377811,582376550428.09,NA,63719805,32040,70.96898082,0.921361801763179
"30","Argentina",2017,288990,0.299382162815979,4926,16.0941907925267,0.1145843032,NA,13595.0373551081,2.81850297775918,598790850843.677,0.611,61897379,71731,74.29490687,0.916927535459285
"31","Argentina",2018,287910,0.303359806261571,4690,16.2585100979651,0.0599615577,NA,13105.397163317,-2.61739646282038,583118120294.002,0.61736673116684,58598041,83320,77.7,0.903679283791063
"32","Argentina",2019,286810,0.294272085143803,4478,16.4208266190179,0.0724558628,NA,12716.2242038544,-2.00086100285785,571450737224.442,NA,56352947,135647,79.94695203,0.908098115940662
"33","Argentina",2020,285730,0.300285420522076,2344,16.580892611147,0.0719578999,NA,11341.2683655863,-9.94323513446069,514630046744.607,0.602144718170166,54763900,167248,85.51438646,0.925776915819227
"34","Armenia",2010,3305.6,0.509378697190478,-31991,103.487636108184,0.7528515614,NA,2889.56623073412,2.2000000002151,8513508758.64832,NA,3865354,30,25,0.152225186021893
"35","Armenia",2011,3303.52,0.553881238994345,-29214,102.879381805409,0.7296097367,NA,3043.26278883538,4.69999999867412,8913643670.19191,NA,3211215,54,32,0.153364179153397
"36","Armenia",2012,3301.44,0.598246482292516,-28731,102.368141903758,1.2633806163,NA,3278.67045101985,7.20000000096486,9555426014.53173,NA,3322837,87,37.5,0.153855602879611
"37","Armenia",2013,3299.36,0.557353511388633,-28257,101.910256410256,0.1566276409,NA,3402.08385754089,3.3,9870755073.01128,NA,3346275,158,41.9,0.154477947600887
"38","Armenia",2014,3297.28,0.53578576304057,-27763,101.507903055848,0.2576815456,NA,3538.52939541716,3.60000000058993,10226102255.6979,NA,3459137,182,54.62280586,0.154848041302038
"39","Armenia",2015,3295.2,0.506323235273875,-27283,101.109764664559,0.146629384,NA,3666.14182536082,3.19999999896625,10553337527.7745,NA,3464490,224,59.10083377,0.15517987073555
"40","Armenia",2016,3293.1,0.479145750152313,-26804,100.661573586231,0.1791763356,NA,3689.83008540677,0.199999999825991,10574444202.8117,NA,3434567,557,64.34602977,0.155766120519848
"41","Armenia",2017,3291,0.472512601478385,-26326,100.17291886196,0.1929971314,NA,3985.91670188717,7.50000000164144,11367527518.1962,0.572,3488524,799,64.74488433,0.156385708870822
"42","Armenia",2018,3288.9,0.477663053823402,-25835,99.6331928345627,0.3175682713,NA,4215.89939814463,5.19999999965324,11958638949.103,0.58172595500946,3579257,989,68.24505226,0.157091854667472
"43","Armenia",2019,3286.8,0.481492299386282,-25363,99.0727783631893,0.2828308674,NA,4561.96780299386,7.59999999853918,12867495509.0601,NA,3618747,1416,66.54394969,0.157696832094709
"44","Armenia",2020,3284.7,0.564992861141254,-12825,98.5461187214612,0.4278976616,NA,4256.13123162961,-7.19999999920631,11941035832.5099,0.578998804092407,3488797,1741,76.50770055,0.158254467480846
"45","Aruba",2010,4.2,NA,498,557.45,0.4044306018,NA,26200.7273001561,-2.73259596616786,2629007178.02497,NA,131800,9,62,0.0199320317716586
"46","Aruba",2011,4.2,NA,315,562.711111111111,0.4195834698,NA,26829.634480299,3.36677814938685,2717520017.24052,NA,NA,13,69,0.0197456756970224
"47","Aruba",2012,4.2,NA,229,567.288888888889,0.7137911937,NA,26337.5850592423,-1.03537532355479,2689383485.56935,NA,135000,26,74,0.0195863365716076
"48","Aruba",2013,4.2,NA,134,571.555555555556,0.4125332385,NA,27821.7915999069,6.42981691368789,2862305919.79842,NA,138800,44,78.9,0.0194401244167963
"49","Aruba",2014,4.2,NA,88,575.522222222222,0.9336203664,NA,27624.3773003771,-0.0204792135982075,2861719742.05527,NA,139700,59,83.78,0.0193061374210862
"50","Aruba",2015,4.2,NA,177,579.205555555556,0.5428718449,NA,28421.3864931862,3.54362965997541,2963128491.62011,NA,141000,79,88.66122693,0.0191833641865774
"51","Aruba",2016,4.2,NA,170,582.633333333333,1.034994044,NA,28852.2370667381,2.11671612265083,3025849510.13709,NA,NA,123,93.54245387,0.0190705036520014
"52","Aruba",2017,4.2,NA,218,585.772222222222,1.1869192756,NA,30270.9416008153,5.48237117396357,3191737811.44837,NA,NA,103,97.17,0.0189683134324112
"53","Aruba",2018,4.2,NA,367,588.677777777778,1.3347445056,NA,31705.2788242026,5.257854912764,3359554754.77015,NA,NA,122,NA,0.0188746909269361
"54","Aruba",2019,4.2,NA,412,591.344444444444,1.3790011078,NA,31762.7339603086,0.635029787882658,3380888928.20317,NA,141000,149,NA,0.0187895755434885
"55","Aruba",2020,4.2,NA,0,592.138888888889,1.0050777551,NA,25823.6349408072,-18.5890992393899,2752412130.16594,NA,141000,169,NA,0.0187643664680771
"56","Australia",2010,1295461,0.335290015390526,166833,2.86785858401781,0.9618115288,NA,53606.5814449061,2.20656631017093,1181046800748.81,0.754843771457672,22500000,30906,76,1.1615849853053
"57","Australia",2011,1302557.8,0.326172085957899,197748,2.90798641031983,0.8459264615,NA,54131.1047090858,2.3913851323057,1209290178347.49,NA,23789000,48509,79.48769771,1.41874959489748
"58","Australia",2012,1309654.6,0.314920265708956,235719,2.95920036968095,0.8759566311,NA,55269.9192801293,3.902007806318,1256476775507.65,NA,24338000,72472,79,1.39166642656542
"59","Australia",2013,1316751.4,0.301368579820609,214564,3.01057352615753,0.9161893599,NA,55727.7341473215,2.57875428825342,1288878224236.96,NA,24940000,81067,83.45349717,1.34990599542228
"60","Australia",2014,1323848.2,0.286863217815267,198120,3.05581479504836,1.0803352298,NA,56318.6359789436,2.57901711177597,1322118614189.98,NA,25060000,92461,84,1.36142134462013
"61","Australia",2015,1330945,0.285641949335713,209466,3.10011259648803,1.4037238273,NA,56708.96119674,2.1527359059391,1350580336316.75,NA,25770000,108937,84.56051491,1.30545459049685
"62","Australia",2016,1340372,0.284551629524906,242184,3.14493553058884,1.3073272223,NA,57354.5498137682,2.73054799209893,1387458580571.73,NA,26551000,237318,86.54,1.24249165192525
"63","Australia",2017,1340174,0.279855529544732,244875,3.19736584148247,1.1038625529,NA,57701.5238528086,2.28218364248465,1419122933343.79,0.803,26660000,530042,86.54504885,1.25037600325475
"64","Australia",2018,1340051,0.271267050367391,220307,3.24578498235834,1.0028580827,NA,58479.5035467805,2.88304512347683,1460036887869.7,0.780833959579468,27640000,822020,90,1.24061532822014
"65","Australia",2019,1340051,0.264924906798342,235860,3.29435141874306,1.1018690934,NA,58868.4806341229,2.1713962244835,1491740073728.97,NA,27968000,931399,93.60991916,1.20650111244114
"66","Australia",2020,1340051,0.254192911122789,117929,3.33531231068042,1.0387940943,NA,58115.9306675109,-0.0508853360838941,1490980996778.96,0.770239531993866,27013000,1022449,96.39446689,1.19445156123558
"67","Bahamas, The",2010,5098.6,0.175733465025939,1899,37.2899100899101,0.1587052543,NA,30175.4447568869,1.53838597180584,11263648615.2927,NA,428377,130,43,0.0187530808632847
"68","Bahamas, The",2011,5098.6,0.192627764805643,1384,37.7572427572428,1.6892904555,NA,29984.754733591,0.613384158435409,11332738051.5607,NA,298790,149,65,0.0211668210080698
"69","Bahamas, The",2012,5098.6,0.204946413618107,1048,38.1679320679321,0.2320896723,NA,30577.7506278973,3.08687917688317,11682565982.6451,NA,3e+05,193,71.74820281,0.0209390647043273
"70","Bahamas, The",2013,5098.6,0.247214066088178,1001,38.5264735264735,0.260307571,NA,29425.8000214671,-2.86329394469695,11348059778.2788,NA,287000,228,72,0.0207441981070919
"71","Bahamas, The",2014,5098.6,0.217941421285022,1001,38.8742257742258,0.6173122436,NA,29701.2903627666,1.84730293962856,11557692820.1537,NA,314842,274,76.92,0.0205586293561808
"72","Bahamas, The",2015,5098.6,0.189104678357563,1001,39.2304695304695,1.3985143345,NA,29724.9533355233,0.996800846319317,11672900000,NA,311175,375,78,0.0203719407074666
"73","Bahamas, The",2016,5098.6,0.174940969952877,1001,39.558041958042,1.3072589055,NA,29459.05220928,-0.0670128449498577,11665077657.6218,NA,360200,398,80,0.0202032446410894
"74","Bahamas, The",2017,5098.6,0.181654946731237,1001,39.8621378621379,4.3515841111,NA,29940.4184659759,2.41531284181184,11946825776.2937,NA,353540,576,80.6,0.0200491203448449
"75","Bahamas, The",2018,5098.6,0.230453441022167,1001,40.1504495504496,0.6423900169,NA,30181.1840587486,1.53323725859617,12129998960.3154,NA,388707,909,83,0.0199051519509537
"76","Bahamas, The",2019,5098.6,0.217836668825467,1001,40.4152847152847,0.6491375573,NA,29760.3414026944,-0.7439779983562,12039754436.8498,NA,425507,618,90.69327663,0.0197747165417976
"77","Bahamas, The",2020,5098.6,0.266683237022008,0,40.6064935064935,0.7108259431,NA,22657.0351560435,-23.5081763069431,9209427736.91217,NA,466000,496,92.4760204,0.0196816009014173
"78","Bermuda",2010,10,NA,-216,1206,NA,NA,115839.79601113,-2.50287828947368,7543950875.42882,NA,88200,232,84.21,0.00460659664639764
"79","Bermuda",2011,10,NA,-208,1195.62962962963,NA,NA,112471.34754245,-3.74274431740703,7261600082.73073,NA,NA,357,88.336,0.0046465522582244
"80","Bermuda",2012,10,NA,-243,1199.96296296296,6.6282579451,NA,106119.795030798,-5.30529910675297,6876350478.40565,NA,91000,433,91.29930452,0.00462977252384333
"81","Bermuda",2013,10,NA,-254,1203.72222222222,9.5975725869,NA,105492.480708055,-0.279708545423034,6857116738.50431,NA,94300,474,95.3,0.00461531361055984
"82","Bermuda",2014,10,NA,-233,1206.25925925926,12.5872404573,NA,101374.469787793,-3.70106759364258,6603330213.03728,NA,59491,506,96.8,0.00460560655838374
"83","Bermuda",2015,10,NA,-315,1208.09259259259,5.1952407848,NA,102005.62564189,0.775529699568978,6654541000,NA,38000,528,98.32360965,0.00459861734905039
"84","Bermuda",2016,10,NA,0,1195.44444444444,1.9543392764,NA,102407.394383438,-0.657206304259205,6610806937.02849,NA,63891,525,98,0.00464727205130588
"85","Bermuda",2017,10,NA,227,1182.83333333333,3.9500381744,NA,107237.031768386,3.61141983706115,6849550930.14215,NA,64997,503,98.37,0.00469682025268893
"86","Bermuda",2018,10,NA,306,1183.66666666667,5.356294908,NA,106697.737486296,-0.432801300339307,6819905984.64909,NA,NA,521,NA,0.0046935135642542
"87","Bermuda",2019,10,NA,290,1183.53703703704,3.8620105907,NA,107036.239271085,0.306266735233933,6840793088.0543,NA,67000,492,NA,0.00469402763217599
"88","Bermuda",2020,10,NA,291,1183.2037037037,1.855947863,NA,99745.2416064214,-6.83795519136594,6373022721.95909,NA,68000,484,NA,0.00469535003834536
"89","British Virgin Islands",2010,36.4,NA,0,183.706666666667,NA,NA,NA,NA,NA,NA,47524,17,37,0.0362897372623022
"90","British Virgin Islands",2011,36.36,NA,562,186.413333333333,NA,NA,NA,NA,NA,NA,46597,22,37.4,0.0357628209713182
"91","British Virgin Islands",2012,36.32,NA,122,189.473333333333,NA,NA,NA,NA,NA,NA,48703,76,37.6,0.0351852503430562
"92","British Virgin Islands",2013,36.28,NA,164,191.046666666667,NA,NA,NA,NA,NA,NA,53406,260,NA,0.0348954880133999
"93","British Virgin Islands",2014,36.24,NA,260,193.14,NA,NA,NA,NA,NA,NA,54764,442,NA,0.0345172758965862
"94","British Virgin Islands",2015,36.2,NA,302,195.773333333333,NA,NA,NA,NA,NA,NA,57195,1111,NA,0.0340529864469114
"95","British Virgin Islands",2016,36.2,NA,275,198.26,NA,NA,NA,NA,NA,NA,39689,634,77.70142968,0.0336258784760752
"96","British Virgin Islands",2017,36.2,NA,281,200.4,NA,NA,NA,NA,NA,NA,44043,10516,77.70426829,0.0332667997338656
"97","British Virgin Islands",2018,36.2,NA,221,202.233333333333,NA,NA,NA,NA,NA,NA,39954,9856,NA,0.0329652216911159
"98","British Virgin Islands",2019,36.2,NA,253,204.066666666667,NA,NA,NA,NA,NA,NA,39534,4118,NA,0.0326690623979092
"99","British Virgin Islands",2020,36.2,NA,272,206.066666666667,NA,NA,NA,NA,NA,NA,35163,22408,NA,0.0323519896473633
"100","Brunei Darussalam",2010,3800,0.551824980371998,468,75.1523719165085,0.4099526709,NA,32810.5073531232,2.59896574643226,12994699868.7265,NA,435104,16,53,0.0100996583790553
"101","Brunei Darussalam",2011,3800,0.543912645913255,-291,76.1870967741935,0.3473716965,NA,33577.064222465,3.74531835205994,13481392747.705,NA,443161,23,56,0.00996249122055461
"102","Brunei Darussalam",2012,3800,0.536552120994791,-342,77.1601518026565,0.2812775745,NA,33456.2690737431,0.912841670964411,13604456518.5324,NA,469740,49,60.27306504,0.00983685574742889
"103","Brunei Darussalam",2013,3800,0.541395408785597,-395,78.1218216318786,0.1328247053,NA,32341.8926634093,-2.12602851740175,13315221893.3109,NA,468814,61,64.5,0.00971576528654221
"104","Brunei Darussalam",2014,3800,0.545426007049555,-444,79.0618595825427,0.1839234977,NA,31155.7476268724,-2.50835256644561,12981229183.2221,NA,452054,99,68.77,0.00960024576629162
"105","Brunei Darussalam",2015,3800,0.494783840167071,-485,79.9690702087287,0.1885665422,NA,30681.4374376753,-0.392383749502031,12930292949.4216,NA,463384,238,71.2,0.00949133559701687
"106","Brunei Darussalam",2016,3800,0.552621750577982,-539,80.8337760910816,0.8036081605,NA,29601.0998497528,-2.47791771833224,12609890929.3956,NA,523453,257,90,0.00938980361225745
"107","Brunei Darussalam",2017,3800,0.570553087178315,-587,81.6462998102467,0.1809943608,NA,29695.8841814084,1.32860255161715,12777426262.0397,NA,544732,688,94.86669164,0.00929635861632998
"108","Brunei Darussalam",2018,3800,0.589795094290253,-638,82.4049335863378,0.1694169924,NA,29437.8685052227,0.0522377907767719,12784100907.2371,NA,565949,853,95,0.0092107747643193
"109","Brunei Darussalam",2019,3800,0.531511600466039,-587,83.1210626185958,0.0694038263,NA,30313.4172889713,3.86910986506845,13278731816.5993,NA,574799,4645,95,0.00913141938782964
"110","Brunei Darussalam",2020,3800,0.71396360402375,-395,83.8187855787476,0.0403432544,NA,30401.8472615929,1.1335733495246,13429255981.6271,0.626391351222992,536589,6890,96.06912594,0.00905540777633143
"111","Cabo Verde",2010,427.2,0.332010189375531,-1914,129.33300248139,0.5448513401,NA,3124.57210451389,1.83641914989978,1628564475.73789,NA,371871,12,30,0.0959302548675011
"112","Cabo Verde",2011,430.2,0.334892968265338,-1744,130.898511166253,0.1835591344,NA,3208.36714051926,3.92471821338283,1692481042.33386,NA,396429,14,32,0.0947829565078926
"113","Cabo Verde",2012,433.2,0.307220813581167,-1625,132.472456575682,0.1678577988,NA,3204.60189765009,1.08364848376166,1710821587.48707,NA,425310,31,34.74,0.0936568114725848
"114","Cabo Verde",2013,436.2,0.291583068059222,-1585,133.980148883375,NA,NA,3188.56969122792,0.632136727385131,1721636319.0816,NA,499458,32,37.5,0.0926028818016817
"115","Cabo Verde",2014,439.2,0.286335543789839,-1534,135.502729528536,NA,NA,3174.70533117017,0.696666840118581,1733630388.42408,NA,613378,39,40.26,0.0915623466330694
"116","Cabo Verde",2015,442.2,0.285680384440786,-1474,137.013895781638,NA,NA,3169.0789154116,0.936026507808833,1749857628.40716,NA,611468,39,42.68301416,0.0905524787835542
"117","Cabo Verde",2016,445.2,0.297517918537544,-1408,138.559305210918,NA,NA,3267.87903048957,4.28071482662371,1824764043.35119,NA,601956,60,50.32281787,0.0895425094109177
"118","Cabo Verde",2017,448.2,0.306476289077123,-1354,140.187096774194,NA,NA,3376.93829853266,4.5513148102974,1907814799.50922,NA,612259,140,57.16214635,0.0885027807573714
"119","Cabo Verde",2018,451.2,0.300575654927362,-1323,141.73746898263,1.59425e-05,NA,3463.81283405577,3.70696458310842,1978536818.43833,NA,610328,271,59.5,0.0875347075115283
"120","Cabo Verde",2019,454.2,0.289817029858659,-1296,143.183622828784,NA,NA,3690.65647565113,7.63608168918957,2129619506.14497,NA,595681,302,61.94339776,0.086650607420758
"121","Cabo Verde",2020,457.2,0.361119891832947,-1274,144.575682382134,0.0717563213,NA,2949.57920424868,-19.3028227528612,1718542827.56345,NA,544729,99,63.16119125,0.0858162844981464
"122","Cayman Islands",2010,127.2,NA,895,225.308333333333,NA,NA,79519.843769806,-2.71563682344265,4299956032.00849,NA,100568,95,66,0.00369863520360987
"123","Cayman Islands",2011,127.2,NA,880,231.216666666667,NA,NA,78393.736284355,1.16906269526342,4350225213.89143,NA,96777,170,69.46594499,0.00360412311684567
"124","Cayman Islands",2012,127.2,NA,897,236.916666666667,NA,NA,77448.5098255613,1.22975368307725,4403722268.68141,NA,98834,232,69.7,0.00351741118536757
"125","Cayman Islands",2013,127.2,NA,967,242.55,NA,NA,76617.5433740014,1.2793305928175,4460060434.88737,NA,98036,225,71.4,0.00343571772143201
"126","Cayman Islands",2014,127.2,NA,980,248.1625,NA,NA,76872.5809178913,2.65452932151371,4578454046.88869,NA,91059,264,74.1,0.00335801474168472
"127","Cayman Islands",2015,127.2,NA,1079,253.795833333333,NA,NA,77295.8456647776,2.83312242670048,4708167255.28727,NA,93244,307,77,0.00328347917453334
"128","Cayman Islands",2016,127.2,NA,1077,259.395833333333,NA,NA,78077.4336532717,3.23997361448569,4860710632.08443,NA,95656,327,79,0.0032125933659947
"129","Cayman Islands",2017,127.2,NA,1106,264.920833333333,NA,NA,78883.2820823737,3.18404730726789,5015477958.0794,NA,96656,384,81.06769325,0.00314559380947138
"130","Cayman Islands",2018,128.1,NA,1054,270.35,NA,NA,80597.7086377604,4.26726567162505,5229501727.25244,NA,NA,740,NA,0.00308242401824795
"131","Cayman Islands",2019,127.2,NA,973,275.558333333333,NA,NA,82170.5930267913,3.91563637725301,5434269999.23381,NA,99000,1101,NA,0.00302416306287235
