"","country","year","forest_area_sq_km_ag_lnd_frst_k2","co2_emissions_kg_per_2015_us_of_gdp_en_atm_co2e_kd_gd","net_migration_sm_pop_netm","population_density_people_per_sq_km_of_land_area_en_pop_dnst","ict_goods_exports_percent_of_total_goods_exports_tx_val_ictg_zs_un","multidimensional_poverty_index_scale_0_1_si_pov_mdim_xq","gdp_per_capita_constant_2015_us_ny_gdp_pcap_kd","gdp_growth_annual_percent_ny_gdp_mktp_kd_zg","gdp_constant_2015_us_ny_gdp_mktp_kd","human_capital_index_hci_scale_0_1_hd_hci_ovrl","mobile_cellular_subscriptions_it_cel_sets","secure_internet_servers_it_net_secr","individuals_using_the_internet_percent_of_population_it_net_user_zs","arable_land_hectares_per_person_ag_lnd_arbl_ha_pc"
"269","Isle of Man",2014,34.6,NA,-276,147.185964912281,NA,NA,84774.418281387,5.15503233890135,7112234596.13524,NA,NA,89,NA,0.263421378850005
"270","Isle of Man",2015,34.6,NA,-231,146.654385964912,NA,NA,84753.4567280589,-0.385798408302321,7084795708.26863,NA,NA,132,NA,0.277535200315816
"271","Isle of Man",2016,34.6,NA,107,146.40350877193,NA,NA,90801.1041277585,6.95230252889243,7577352139.46145,NA,NA,283,NA,0.281605751947274
"272","Isle of Man",2017,34.6,NA,275,146.631578947368,NA,NA,93232.584173922,2.83776234543893,7792379385.2564,NA,NA,380,NA,0.275185451064848
"273","Isle of Man",2018,34.6,NA,272,146.973684210526,NA,NA,95074.3747476548,2.21339786862427,7964855744.48478,NA,NA,694,NA,0.275738585496867
"274","Isle of Man",2019,34.6,NA,239,147.250877192982,NA,NA,95137.2757017709,0.254884930037974,7985156961.47674,NA,NA,834,NA,0.287133785281117
"275","Isle of Man",2020,34.6,NA,235,147.449122807018,NA,NA,86614.1156181421,-8.83623206955568,7279569961.24237,NA,NA,1105,NA,0.279608785664993
"276","Korea, Dem. People's Rep.",2010,62423.9,NA,-3047,205.019807324973,NA,NA,NA,NA,NA,NA,431919,0,0,0.0972193838437992
"277","Korea, Dem. People's Rep.",2011,62211.6,NA,-2958,205.828328211943,NA,NA,NA,NA,NA,NA,1e+06,0,0,0.0948200454740799
"278","Korea, Dem. People's Rep.",2012,61999.3,NA,-2918,206.691886055975,NA,NA,NA,NA,NA,NA,1700000,0,0,0.094423887716738
"279","Korea, Dem. People's Rep.",2013,61787,NA,-2936,207.639058217756,NA,NA,NA,NA,NA,NA,2420000,0,0,0.0939931610576014
"280","Korea, Dem. People's Rep.",2014,61574.7,NA,-3039,208.671464164106,NA,NA,NA,NA,NA,NA,2800000,NA,NA,0.0929311400947484
"281","Korea, Dem. People's Rep.",2015,61362.4,NA,-3200,209.766755252886,NA,NA,NA,NA,NA,NA,3240000,NA,NA,0.0918520319193729
"282","Korea, Dem. People's Rep.",2016,61150.1,NA,-3218,210.859654513745,NA,NA,NA,NA,NA,NA,3606000,0,NA,0.0909820949994074
"283","Korea, Dem. People's Rep.",2017,60937.8,NA,-3222,211.911975749522,NA,NA,NA,NA,NA,NA,3810000,1,NA,0.0899424333155238
"284","Korea, Dem. People's Rep.",2018,60725.5,NA,-3223,212.923752180051,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0895150426031146
"285","Korea, Dem. People's Rep.",2019,60513.2,NA,-3139,213.897857320821,NA,NA,NA,NA,NA,NA,4253000,NA,NA,0.0891073851152461
"286","Korea, Dem. People's Rep.",2020,60300.9,NA,-1589,214.828228552446,NA,NA,NA,NA,NA,NA,6e+06,2,NA,0.0887214816974542
"287","Korea, Rep.",2010,63870,0.456085338312533,56092,509.815967078189,21.4015148884,NA,25451.0041554666,6.80482491783671,1261201910432.46,0.82462739944458,50767241,8688,83.7,0.0304111997809586
"288","Korea, Rep.",2011,63770,0.457664127764065,259829,513.804280275749,17.9854902007,NA,26186.8975422978,3.68566778212526,1307685622912.81,NA,52506793,10413,83.75912015,0.0297977609145413
"289","Korea, Rep.",2012,63670,0.448297271695455,275552,515.875583187751,17.1644711694,NA,26675.4401708559,2.40253099246186,1339103175287.26,NA,53624427,13470,84.07,0.0303227979571972
"290","Korea, Rep.",2013,63570,0.434027694984096,288205,517.612269825303,19.1428638104,NA,27394.6503074507,3.16470863647184,1381481889126.85,NA,54680840,17000,84.77,0.0296615672289297
"291","Korea, Rep.",2014,63470,0.412484412523892,296280,520.852499230217,19.7898095281,NA,28094.9177029868,3.2024537945736,1425723208306.54,NA,57290356,20634,87.55682649,0.0290856586243441
"292","Korea, Rep.",2015,63370,0.414680170924465,266322,523.525547744882,21.7198552064,NA,28732.2310762599,2.80910326824133,1465773245547.15,NA,58935081,28452,89.8962558,0.0287072727920309
"293","Korea, Rep.",2016,63250,0.407857331276833,102075,525.370072521002,22.2702290265,NA,29461.7840071118,2.94688171508626,1508967849304.8,NA,61295538,36928,92.84302568,0.0277442591592615
"294","Korea, Rep.",2017,63170,0.402261340011694,112523,526.734806686494,24.7417296479,NA,30307.395236491,3.15963574012777,1556645736778.48,0.845,63658688,61580,95.06942188,0.0271933028348575
"295","Korea, Rep.",2018,63070,0.393398551124351,118642,528.969011484824,27.8426797198,NA,31053.6379289101,2.90740377377135,1601903713673.82,0.834545075893402,66355778,106574,96.02285958,0.0266356199502577
"296","Korea, Rep.",2019,62970,0.373742205157793,110799,530.377274590164,25.7717845873,NA,31640.2146297141,2.24397786011012,1637850078348.95,NA,68892541,234958,96.15757918,0.0263499408922917
"297","Korea, Rep.",2020,62870,0.350308061161008,0,531.109006147541,28.8883369324,NA,31372.4712614515,-0.709415359397681,1626230918329.23,0.798776268959045,70513676,307856,96.50506052,0.0260821391768025
"298","Kosovo",2010,NA,NA,-31889,NA,NA,NA,2843.39130635725,4.93992404687876,5048953074.87244,NA,562000,NA,NA,NA
"299","Kosovo",2011,NA,NA,-3033,NA,NA,NA,2997.23124770627,6.31988622270076,5368041164.64193,NA,NA,NA,NA,NA
"300","Kosovo",2012,NA,NA,-15323,NA,NA,NA,3021.37921428611,1.71219517419465,5459952506.41171,NA,NA,NA,NA,NA
"301","Kosovo",2013,NA,NA,-40468,NA,NA,NA,3163.47273368974,5.34090817463415,5751563556.1578,NA,NA,NA,NA,NA
"302","Kosovo",2014,NA,NA,-56637,NA,NA,NA,3279.0529882044,3.34880431106879,5944172164.48027,NA,NA,NA,NA,NA
"303","Kosovo",2015,NA,NA,-14819,NA,NA,NA,3520.78042080341,5.91627044351361,6295845465.35898,NA,NA,NA,NA,NA
"304","Kosovo",2016,NA,NA,-31383,NA,NA,NA,3739.19634912583,5.57175650727449,6646634644.76307,NA,NA,NA,NA,NA
"305","Kosovo",2017,NA,NA,-33495,NA,NA,NA,3890.21160574522,4.8256904268714,6967380656.52451,0.56,NA,NA,83.89359681,NA
"306","Kosovo",2018,NA,NA,-34137,NA,NA,NA,4009.12233224441,3.40663100837845,7204733606.44144,0.569061994552612,NA,NA,89.44303197,NA
"307","Kosovo",2019,NA,NA,-33469,NA,NA,NA,4219.09743463949,4.7568306194579,7547450580.68302,NA,NA,NA,NA,NA
"308","Kosovo",2020,NA,NA,-15050,NA,NA,NA,3990.98611185295,-5.34027530229791,7144395941.36967,0.567331731319427,NA,NA,NA,NA
"309","Lao PDR",2010,169405,0.29025119012825,-27446,27.3978249566724,0.0760752883,NA,1567.57762793067,8.52690551722873,9912448588.85412,NA,4003395,3,7,0.221399249583058
"310","Lao PDR",2011,169060,0.284146195087382,-27661,27.80037694974,0.0250730513,NA,1669.06641495608,8.03865268080929,10709275903.0759,NA,5480851,6,9,0.222557235627174
"311","Lao PDR",2012,168715,0.28282071982536,-26451,28.2010528596187,0.0165553898,NA,1777.41021331108,8.02609843404085,11568812928.6298,NA,4300000,12,10.74767619,0.224780193839021
"312","Lao PDR",2013,168370,0.332934300091993,-25256,28.5994020797227,0.3254460067,NA,1893.32662705338,8.02630022637751,12497360586.9096,NA,4612612,17,12.5,0.226959332753803
"313","Lao PDR",2014,168025,0.32304345421963,-25666,28.9924350086655,6.908506642,NA,2009.82553356013,7.61196344074379,13448655105.8431,NA,4618586,22,14.26,0.224525192880352
"314","Lao PDR",2015,167680,0.61525478114659,-12995,29.4082279029463,9.6428563438,NA,2125.45905698314,7.27006584339864,14426381187.0894,NA,3727162,28,18.2,0.221984232887346
"315","Lao PDR",2016,167335,1.01701332976836,-11401,29.8585918544194,9.9710990761,NA,2240.41634657505,7.02283625501138,15439522315.3825,NA,3958510,57,21.87,0.219259963522456
"316","Lao PDR",2017,166990,1.15455954945359,-10400,30.3202642980936,7.8224461868,NA,2358.37266397522,6.8925308726989,16503696157.5675,0.452,3711813,114,25.51043508,0.205661198896757
"317","Lao PDR",2018,166645,1.12141310937826,-10303,30.7842547660312,7.6276722878,NA,2467.95576150974,6.24796000755872,17534840493.2613,0.456815421581268,3662336,144,36.3,0.192455854365218
"318","Lao PDR",2019,166300,1.03672182739806,-10303,31.2480632582322,5.950212459,NA,2564.0196538036,5.4577350924848,18491845636.2733,NA,4636926,224,47.03225806,0.179643715873968
"319","Lao PDR",2020,165955,1.03196334641716,-10303,31.7131672443674,4.4828863006,NA,2539.12452453054,0.503031829708618,18584865505.7243,0.456665337085724,4636690,384,54,0.167226844717715
"320","Macao SAR, China",2010,NA,NA,11168,18764.2087542088,7.505203903,NA,71458.0070406025,25.1227596366315,39823332949.7066,0.648325145244598,1122261,113,55.198,NA
"321","Macao SAR, China",2011,NA,NA,9169,19097.0903010033,5.378304766,NA,84818.7403865331,21.6165288779235,48431755216.9316,NA,1353194,145,60.20369672,NA
"322","Macao SAR, China",2012,NA,NA,6156,19490.5016722408,4.3344950167,NA,90787.6182576221,9.24224592840059,52907937141.5214,NA,1613457,215,61.31,NA
"323","Macao SAR, China",2013,NA,NA,6050,19583.300330033,3.5275094068,NA,98752.3052436876,10.7528539903738,58597050371.6679,NA,1722245,240,65.8,NA
"324","Macao SAR, China",2014,NA,NA,6034,19939.504950495,3.1841011283,NA,95001.4809686464,-2.04838061245502,57396759752.3842,NA,1856453,297,69.78,NA
"325","Macao SAR, China",2015,NA,NA,6465,20238.125,6.4217559802,NA,73220.6317344085,-21.5144052695858,45048188247.6458,NA,1896097,453,77.60013186,NA
"326","Macao SAR, China",2016,NA,NA,6962,20547.1475409836,2.8465958765,NA,71394.8306650834,-0.679060845076179,44742283639.8398,NA,1969972,681,81.64298546,NA
"327","Macao SAR, China",2017,NA,NA,7727,20734.0584415584,3.0189613357,NA,77056.6066362825,9.98330550918196,49209042507.3897,0.759,2047000,1108,83.17408907,NA
"328","Macao SAR, China",2018,NA,NA,8219,19786.9604863222,1.5918174303,NA,80477.6772351357,6.46466769417589,52390243580.9782,0.763288140296936,2181194,1674,83.79408961,NA
"329","Macao SAR, China",2019,NA,NA,8578,20171.8237082067,23.6855902547,NA,76959.2440999014,-2.51193784642786,51074233224.6319,NA,2793000,2669,86.46792571,NA
"330","Macao SAR, China",2020,NA,NA,8441,20555.7142857143,19.166441835,NA,34561.9558035563,-54.2359000204747,23373663156.6965,0.795671582221985,2793000,3920,88.33262029,NA
"331","Micronesia, Fed. Sts.",2010,641.3,0.331369336493689,-1799,153.697142857143,NA,NA,2950.79872636978,2.25938995585932,317470533.372672,NA,27518,3,20,0.0185894337658475
"332","Micronesia, Fed. Sts.",2011,641.58,0.364171041370275,-1719,154.124285714286,NA,NA,3036.44849382715,3.18857475473928,327593318.653529,NA,27600,8,22.8,0.0185379146699788
"333","Micronesia, Fed. Sts.",2012,641.86,0.411848108773058,-1633,154.617142857143,NA,NA,2970.26518835138,-1.86681975475544,321477741.865646,NA,31213,12,25.974423,0.0184788232685343
"334","Micronesia, Fed. Sts.",2013,642.14,0.447281919897302,-1561,155.155714285714,NA,NA,2851.03543413615,-3.67976779073483,309648107.466093,NA,31393,11,27.8,0.0184146801830419
"335","Micronesia, Fed. Sts.",2014,642.42,0.466102888103885,-1482,155.748571428571,NA,NA,2774.69471408479,-2.30577574529325,302508316.50838,NA,NA,13,29.65,0.0183445846786029
"336","Micronesia, Fed. Sts.",2015,642.7,0.457834515414236,-1415,156.374285714286,NA,NA,2891.32210264749,4.62188400404939,316489900,NA,22505,15,31.50108128,0.0182711808664194
"337","Micronesia, Fed. Sts.",2016,643,0.460639180402684,-1348,157.035714285714,NA,NA,2905.06145189951,0.900180416516932,319338880.100054,NA,23412,17,33.35216255,0.0181942233340914
"338","Micronesia, Fed. Sts.",2017,643.3,0.447386845470046,-1283,157.757142857143,NA,NA,2969.33933403314,2.68218594445551,327904142.657279,NA,23114,18,35.30405287,0.0181110205560083
"339","Micronesia, Fed. Sts.",2018,643.6,0.449789488747209,-1283,158.47,NA,NA,2962.23858125628,0.211653600126766,328598163.580178,0.466416776180267,NA,21,NA,0.01802955043316
"340","Micronesia, Fed. Sts.",2019,643.9,0.445769879894644,-1283,159.112857142857,NA,NA,2984.93012390233,1.17479922829746,332458532.270118,NA,23000,24,39.85125701,0.0179567063809156
"341","Micronesia, Fed. Sts.",2020,644.2,0.329159631091961,-635,160.151428571429,NA,NA,2913.21837338295,-1.76541515225117,326589258.966469,0.505966544151306,22000,21,40.12946709,0.0178402583269406
"342","Montenegro",2010,8270,0.69738823531023,-2017,46.054126394052,0.2694904403,NA,5982.19647463471,2.73433108233829,3705539997.89003,0.585171520709991,1170000,13,37.5,0.277675532911008
"343","Montenegro",2011,8270,0.662950660462638,0,46.1025278810409,0.2375057305,NA,6168.84548867328,3.22845102061061,3825171541.77104,NA,1159112,17,35.61154125,0.278996708483919
"344","Montenegro",2012,8270,0.626608803804847,-634,46.1413382899628,0.4428361081,NA,5995.77163480183,-2.72379077130623,3720981872.32965,NA,990869,30,56.83878255,0.277150697469066
"345","Montenegro",2013,8270,0.588444636673844,-993,46.1863940520446,0.4119831979,NA,6202.50378943662,3.54897991245058,3853038771.52456,NA,993902,36,60.31,0.0125562010730723
"346","Montenegro",2014,8270,0.565663621107443,-1742,46.2312267657993,0.5901435188,NA,6307.01559868803,1.78369858106701,3921765369.4202,NA,1013296,43,61,0.0140396584165581
"347","Montenegro",2015,8270,0.581814587656386,-1943,46.2571747211896,0.5508753507,NA,6517.18961381857,3.39038139712073,4054728172.94375,NA,1007890,59,68.11978601,0.0139835636870961
"348","Montenegro",2016,8270,0.515222446493785,-2111,46.2678810408922,0.7516924453,NA,6707.84725932128,2.94928032097511,4174313473.01741,NA,1040747,87,69.88164684,0.0144624081837947
"349","Montenegro",2017,8270,0.518622657729521,-1980,46.2730855018587,0.4476693585,NA,7023.43051268611,4.71646527572034,4371193518.47199,0.615,1044674,139,71.27233254,0.0147821322583081
"350","Montenegro",2018,8270,0.544353160385607,-2024,46.2622304832714,0.4951062416,NA,7381.80417286363,5.0778888113381,4593157865.06842,0.622822225093842,1134412,259,71.51710049,0.0147856007534228
"351","Montenegro",2019,8270,0.544188756502482,-1636,46.2474349442379,0.7955168113,NA,7684.18036247051,4.06294499167197,4779775342.5068,NA,1150998,430,73.47666575,0.0144688020474963
"352","Montenegro",2020,8270,0.624286677220044,-1326,46.1937546468401,1.0657757848,NA,6515.53374505326,-15.3068937570407,4048140209.00406,0.633181810379028,1080089,487,77.60879306,0.0146465670700106
"353","Myanmar",2010,314410,0.178047143566416,-116543,75.6069375133944,0.0187904215,NA,924.649757450954,10.0692860939855,45669365074.463,NA,594000,1,0.25,0.218886085048552
"354","Myanmar",2011,311512.88,0.177031367048107,-82753,76.2211605871818,0.0260534087,NA,986.127097743421,7.52005722724248,49103727463.3809,NA,1243619,1,0.98,0.216610172500501
"355","Myanmar",2012,308615.76,0.228807593443588,-61554,76.8861440710403,0.014295838,NA,1041.22589125135,6.4857540044064,52288474433.6499,NA,3729617,5,1.4,0.214085793821501
"356","Myanmar",2013,305718.64,0.240922455719915,-62882,77.5530317878361,0.058887723,NA,1113.92742364195,7.89866947823812,56418568204.377,NA,6832380,9,1.8,0.212682217740864
"357","Myanmar",2014,302821.52,0.279054523911938,-74923,78.202419305445,0.0130467272,NA,1195.25728300762,8.19966375042618,61044701089.9408,NA,29029342,37,7.4,0.211777640682735
"358","Myanmar",2015,299924.4,0.301909865340949,-94128,78.832530470999,0.0407455798,NA,1224.5623682428,3.27727941700189,63045306513.9317,NA,40993717,55,10.9,0.212357445618633
"359","Myanmar",2016,297027.3,0.313776513434845,-87935,79.4943916786666,1.6360968785,NA,1342.58653650353,10.5077807807102,69669969114.9425,NA,50586416,1087,16,0.210975224883345
"360","Myanmar",2017,294130.2,0.441079640020421,-105438,80.1046970509383,0.187358104,NA,1409.03375145116,5.75006450029507,73676037276.3873,0.473,47946665,529,23.62108195,0.211550027949825
"361","Myanmar",2018,291233.1,0.418196469531199,-114634,80.689465297993,0.5470576027,NA,1488.53054947365,6.404977325147,78394970758.0068,0.471832513809204,61143964,494,28.7,0.210388050251914
"362","Myanmar",2019,288336,0.406216057970332,-100810,81.2627730963689,0.5911120664,NA,1577.8027436178,6.7504601462238,83686992015.6698,NA,81945491,663,30.63536537,0.207208824881771
"363","Myanmar",2020,285438.9,0.392325826988032,-66228,81.8533071843351,0.5906378225,NA,1616.20853069741,3.17377440041078,86343028344.737,0.477652013301849,78548329,765,41.95429049,0.205715876462506
"364","North Macedonia",2010,9604.3,0.933953199631399,-1578,81.4831086439334,0.3248089528,NA,4339.9663336969,3.35875085773812,8918648175.61246,0.537773966789246,2153425,41,51.9,0.201459461879393
"365","North Macedonia",2011,9672.24,1.0032611515112,-1690,81.6232751784298,0.3378971465,NA,4433.88946223239,2.33988604520331,9127334379.6944,NA,2213223,46,56.7,0.201113508172544
"366","North Macedonia",2012,9740.18,0.968434231173581,-1758,81.72260111023,0.3113883037,NA,4408.29842132998,-0.456183223607937,9085697011.49163,NA,2235460,94,57.44994731,0.200869074119718
"367","North Macedonia",2013,9808.12,0.840744189373789,-1737,81.8410785091197,0.3497441688,NA,4530.68414622156,2.92525766450484,9351477059.69398,NA,2237250,135,65.24,0.200093796995395
"368","North Macedonia",2014,9876.06,0.768033469582955,-1597,81.9774385408406,0.4141579486,NA,4687.29849775791,3.62912351276373,9690853712.45803,NA,2224439,203,68.06,0.199277281277464
"369","North Macedonia",2015,9944,0.709631460473492,-1378,82.0866772402855,0.6205661381,NA,4861.55615984223,3.85586514041738,10064519962.5655,NA,2083583,239,70.38020308,0.199978166634947
"370","North Macedonia",2016,10016.7,0.672648069998392,-1164,82.1764472640761,0.5317500016,NA,4994.56120070716,2.84820519363306,10351178142.8536,NA,2050494,971,72.15681447,0.200724732085559
"371","North Macedonia",2017,10014.9,0.710703458997808,-1018,82.2562252180809,0.8704229989,NA,5043.6945185295,1.08177273813243,10463154366.0785,0.534,2008008,1037,74.51682418,0.201012098325285
"372","North Macedonia",2018,10014.9,0.645693164517908,-1000,82.3242268041237,0.5806585002,NA,5184.69680504137,2.88059670964267,10764555646.4726,0.535392045974731,1969109,968,79.16775519,0.201327703221773
"373","North Macedonia",2019,10014.9,0.711287256143993,-987,82.3431403647898,0.6848097443,NA,5386.2027499932,3.91041953840173,11185494933.6944,NA,1921013,1438,81.41288276,0.201762994451758
"374","North Macedonia",2020,10014.9,0.647183830352861,-486,82.1780729579699,0.7209265028,NA,5067.21588735157,-6.11088671102702,10501962010.2286,0.55734920501709,1862138,2120,81.40553811,0.200720761233487
"375","Russian Federation",2010,8151356,1.293574531555,253479,8.72263552192818,0.2233757611,NA,8755.1201171875,4.50000000003065,1250664310818.81,0.600548565387726,237689224,2442,49,0.851588750754045
"376","Russian Federation",2011,8150945.72,1.30253517081856,295952,8.72944024102286,0.2372972334,NA,9124.474609375,4.3000291857941,1304443241200.33,NA,203751647,4126,58,0.850924925574759
"377","Russian Federation",2012,8150535.44,1.23495650200696,304059,8.74414469920076,0.3130366023,NA,9475.6904296875,4.02408615720979,1356935161098.14,NA,208065063,8245,66,0.849493980592594
"378","Russian Federation",2013,8150125.16,1.18245422252493,291552,8.76278525750037,0.4178153281,NA,9621.517578125,1.75542214909368,1380755101464.89,NA,218300372,11442,67.97,0.847686901952062
"379","Russian Federation",2014,8149714.88,1.15891594683421,260843,8.7818775504721,0.7967853285,NA,9520.9482421875,0.736267221415574,1390921148685,NA,221030353,17310,70.52,0.845843983215453
"380","Russian Federation",2015,8149304.6,1.16800895797476,384942,8.79880404497318,0.8055526309,NA,9313.021484375,-1.97271922637542,1363482179761.17,NA,227288088,46313,70.09924123,0.844216810538633
"381","Russian Federation",2016,8151210.3,1.15034822939279,373316,8.81379634814223,0.5951001032,NA,9313.9755859375,0.193690071729534,1366123109373.17,NA,229126152,168007,73.09143462,0.842780794335846
"382","Russian Federation",2017,8153116,1.14627968905252,350105,8.8232207375402,0.6252313012,NA,9473.1875,1.82579006355112,1391065649359.98,0.729,227299663,511677,76.00813853,0.841880590813887
"383","Russian Federation",2018,8153116,1.16144402236569,336527,8.82206789209416,0.4708040273,NA,9739.908203125,2.80724541049418,1430116275958.6,0.728950440883636,229431008,749930,80.86472187,0.841990605633213
"384","Russian Federation",2019,8153116,1.16560307058612,333509,8.81769599441163,0.529902998,NA,9958.4697265625,2.19807571380863,1461551314499.67,NA,239795946,1348308,82.64216187,0.842408072597351
"385","Russian Federation",2020,8153116,1.13741128117728,340711,8.79735498907911,0.5081225694,NA,9714.3837890625,-2.65365450092145,1422766792259.17,0.681419610977173,238733217,1923034,84.99466978,0.844355865669034
"386","San Marino",2010,10,NA,641,526.8,NA,NA,52284.5443799266,-5.47368421052632,1652609878.76072,NA,30587,30,NA,0.0316375601113642
"387","San Marino",2011,10,NA,1043,541.583333333333,NA,NA,46628.6847001529,-8.3147735708983,1515199109.33147,NA,35465,37,49.6,0.0307739652254193
"388","San Marino",2012,10,NA,195,552.2,NA,NA,42510.5754753658,-7.04453441295546,1408460386.64982,NA,36000,50,NA,0.0301823010986358
"389","San Marino",2013,10,NA,109,554.75,NA,NA,41983.4294673481,-0.78397212543554,1397418449.82068,NA,36780,69,NA,0.0300435631665916
"390","San Marino",2014,10,NA,119,556.483333333333,NA,NA,41558.6988188161,-0.702370500438988,1387603394.86145,NA,37600,94,NA,0.0299499835275091
"391","San Marino",2015,10,NA,317,559.5,NA,NA,42281.8112547926,2.29150556129265,1419400403.82339,NA,36624,112,NA,0.0591301757521597
"392","San Marino",2016,10,NA,344,563.9,NA,NA,42935.4173339053,2.34440586055426,1452676910.07535,NA,36570,156,NA,0.0586687947035526
"393","San Marino",2017,10,NA,302,567.6,NA,NA,42765.6998141707,0.258265466328027,1456428672.8714,NA,38000,635,60.18230126,0.0582863518910031
"394","San Marino",2018,10,NA,137,569.266666666667,NA,NA,43277.501413246,1.49390531817373,1478186338.27083,NA,38500,2002,NA,0.0581157044150369
"395","San Marino",2019,10,NA,148,569.633333333333,NA,NA,44143.0456407723,2.06568514732739,1508721013.91031,NA,38750,2531,67.85071029,0.0580782959798701
"396","San Marino",2020,10,NA,-138,566.783333333333,NA,NA,41415.6669631563,-6.64791081780605,1408422586.41606,NA,39000,3277,70.48342785,0.0583703355191578
"397","Serbia",2010,27130,1.24088746276267,-20,83.3688085982163,1.6255034681,NA,5206.08676066596,0.73104455254213,37959848425.8431,0.651123821735382,9915348,54,40.9,0.364029801537036
"398","Serbia",2011,27143.06,1.3226562209981,28,82.7132289046421,1.4150446812,NA,5354.20042915943,2.0362766886403,38732815970.3818,NA,10182023,188,42.2,0.364869211770533
"399","Serbia",2012,27156.12,1.19031937155375,3968,82.3127944203064,2.1347517921,NA,5343.57882527263,-0.68154236933475,38468835418.7072,NA,9137894,382,48.1,0.35589284570786
"400","Serbia",2013,27169.18,1.17409354540097,7198,81.9132403384404,1.4972182223,NA,5524.96786533256,2.89263673355808,39581599083.0007,NA,9198717,484,53.45036418,0.361565085623771
"401","Serbia",2014,27182.24,1.00072535931589,8072,81.529567802424,1.3940892299,NA,5462.73477497385,-1.58951031990257,38952445480.7939,NA,9344977,664,62.07508046,0.365426299362071
