"","country","year","forest_area_sq_km_ag_lnd_frst_k2","co2_emissions_kg_per_2015_us_of_gdp_en_atm_co2e_kd_gd","net_migration_sm_pop_netm","population_density_people_per_sq_km_of_land_area_en_pop_dnst","ict_goods_exports_percent_of_total_goods_exports_tx_val_ictg_zs_un","multidimensional_poverty_index_scale_0_1_si_pov_mdim_xq","gdp_per_capita_constant_2015_us_ny_gdp_pcap_kd","gdp_growth_annual_percent_ny_gdp_mktp_kd_zg","gdp_constant_2015_us_ny_gdp_mktp_kd","human_capital_index_hci_scale_0_1_hd_hci_ovrl","mobile_cellular_subscriptions_it_cel_sets","secure_internet_servers_it_net_secr","individuals_using_the_internet_percent_of_population_it_net_user_zs","arable_land_hectares_per_person_ag_lnd_arbl_ha_pc"
"402","Serbia",2015,27195.3,1.14510181467334,7368,81.1271781385776,1.2103299295,NA,5588.9794435877,1.80605926509682,39655949731.3816,NA,9155664,1001,65.3170254,0.365167038904031
"403","Serbia",2016,27201.8,1.13799697540262,5901,80.7034301394923,1.283516702,NA,5805.89806200667,3.33858676542988,40979898020.819,NA,9094447,3894,67.05684137,0.368076151810586
"404","Serbia",2017,27218.6,1.13148952894474,4465,80.275074319689,1.1352275875,NA,5959.52130391171,2.10116384741241,41840952822.739,0.755,8621771,40739,70.33083553,0.369612944742651
"405","Serbia",2018,27220,1.05650838196257,3346,79.8376857992225,1.0258033812,NA,6261.52570046486,4.4951212927627,43721754402.1687,0.759485483169556,8431365,48178,73.36070915,0.36991930231186
"406","Serbia",2019,27222.2,1.00908536797078,489,79.4104161902584,1.037796488,NA,6567.90805482597,4.33173490608283,45615664899.1593,NA,8453887,56061,77.41677362,0.371333727368476
"407","Serbia",2020,27226.5,1.02479100874937,243,82.0445475086217,1.5293742986,NA,6552.08439071824,-0.903218501520755,45203655774.1983,0.676606357097626,8260758,64584,78.36804864,0.377439113302178
"408","Sint Maarten (Dutch part)",2010,NA,NA,-62,NA,NA,NA,33579.2962311146,3.19999402154461,1143576512.44684,NA,NA,0,NA,NA
"409","Sint Maarten (Dutch part)",2011,3.7,NA,0,983.382352941176,NA,NA,35776.3142301702,4.60000299641928,1196181066.28574,NA,NA,0,NA,NA
"410","Sint Maarten (Dutch part)",2012,3.7,NA,2953,1018.82352941176,NA,NA,35011.9665781856,1.39054666984961,1212814522.26835,NA,68840,0,NA,NA
"411","Sint Maarten (Dutch part)",2013,3.7,NA,1609,1076.67647058824,NA,NA,33563.6000709384,1.30672788274767,1228662707.79684,NA,NA,12,NA,NA
"412","Sint Maarten (Dutch part)",2014,3.7,NA,901,1108.38235294118,NA,NA,33118.7555918907,1.5803846377317,1248080304.4804,NA,NA,20,NA,NA
"413","Sint Maarten (Dutch part)",2015,3.7,NA,1027,1141.91176470588,NA,NA,32274.8905524359,0.400000000000006,1253072625.69832,NA,NA,24,NA,NA
"414","Sint Maarten (Dutch part)",2016,3.7,NA,969,1175.55882352941,NA,NA,31507.8689258878,0.500001936998331,1259338013.09881,NA,NA,28,NA,NA
"415","Sint Maarten (Dutch part)",2017,3.7,NA,-50,1193.35294117647,NA,NA,29237.8460926268,-5.80000325383969,1186296367.36224,NA,NA,30,NA,NA
"416","Sint Maarten (Dutch part)",2018,3.7,NA,640,1202.79411764706,NA,NA,27093.797137995,-6.59999773733001,1108000833.9583,NA,NA,32,NA,NA
"417","Sint Maarten (Dutch part)",2019,3.7,NA,540,1223.76470588235,NA,NA,28972.9116359026,8.80000000000001,1205504907.34664,NA,NA,33,NA,NA
"418","Sint Maarten (Dutch part)",2020,3.7,NA,475,1244.41176470588,NA,NA,23790.9855266944,-16.5,1006596597.63444,NA,NA,41,NA,NA
"419","Slovak Republic",2010,19179.1,0.450619405881077,-1558,112.108876920838,19.0482489381,NA,14584.2606782101,6.71663274983085,78629991379.8007,0.678357720375061,5925012,738,75.71,0.258187626728948
"420","Slovak Republic",2011,19186.78,0.422602077046268,-1855,112.260522375645,16.0803212053,NA,14954.577975505,2.67145277909515,80730554469.7187,NA,5983059,1074,74.43999717,0.257706750760968
"421","Slovak Republic",2012,19194.46,0.395464376954727,2629,112.451734320413,16.7034298983,NA,15126.0352987762,1.31880224556281,81795230834.9206,NA,6094466,1934,76.70999012,0.257471966660126
"422","Slovak Republic",2013,19202.14,0.399942745298177,1279,112.572637664282,17.5819646333,NA,15205.3955780546,0.632740007294188,82312781984.4718,NA,6208412,2673,77.8826,0.251524321252863
"423","Slovak Republic",2014,19209.82,0.360073947267181,1058,112.700686356073,17.6712513317,NA,15600.3671671802,2.69718980707125,84532913950.0738,NA,6378095,3564,79.98,0.250837431987198
"424","Slovak Republic",2015,19217.5,0.345932446528558,2637,112.803148787488,16.6667806323,NA,16390.8821748507,5.16718160614154,88900883130.8374,NA,6675553,5795,77.63468203,0.248902937257469
"425","Slovak Republic",2016,19233.7,0.347546312585386,3682,112.953369384359,16.5534550621,NA,16687.9844571492,1.94395086102337,90629072613.9167,NA,6989902,17600,80.47585728,0.248029847547267
"426","Slovak Republic",2017,19259,0.359908307891707,3542,113.128785357737,16.5481189184,NA,17151.652477668,2.93806867784903,93291817009.4113,0.694,7117753,37877,81.62566752,0.246909857862286
"427","Slovak Republic",2018,19259,0.340077011685325,3752,113.285586522463,14.3241766663,NA,17818.2341072167,4.03038971425349,97051840806.3988,0.680050134658813,7241702,70772,80.44892248,0.247486079367023
"428","Slovak Republic",2019,19259,0.311923378622869,3378,113.43899750416,13.2817494727,NA,18240.7209260966,2.50972314411537,99487573316.907,NA,7399534,109581,82.8536605,0.24733473446902
"429","Slovak Republic",2020,19259,0.301926543616233,1746,113.536335274542,12.9187765011,NA,17617.049313456,-3.33624467219524,96168424452.6254,0.664987325668335,7289707,141484,89.92090413,0.246573119096832
"430","St. Martin (French part)",2010,NA,NA,-447,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"431","St. Martin (French part)",2011,12.4,NA,-857,727,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"432","St. Martin (French part)",2012,12.4,NA,-962,720.52,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"433","St. Martin (French part)",2013,12.4,NA,-1013,712.78,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"434","St. Martin (French part)",2014,12.4,NA,-865,705.22,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"435","St. Martin (French part)",2015,12.4,NA,-662,700.4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"436","St. Martin (French part)",2016,12.4,NA,-734,696.22,NA,NA,NA,NA,NA,NA,NA,12,NA,NA
"437","St. Martin (French part)",2017,12.4,NA,-816,689.92,NA,NA,NA,NA,NA,NA,NA,9,NA,NA
"438","St. Martin (French part)",2018,12.4,NA,-1356,677.04,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
"439","St. Martin (French part)",2019,12.4,NA,-949,662.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","St. Martin (French part)",2020,12.4,NA,-949,651.06,NA,NA,NA,NA,NA,NA,NA,15,NA,NA
"441","Syrian Arab Republic",2010,4920.8,1.78004915091207,-54336,121.6444099548,0.022108129,NA,1536.41067796278,5.19190584075331,34319670312.8663,NA,11696000,6,20.7,0.209825933115443
"442","Syrian Arab Republic",2011,4980.8,1.63076819316855,-256835,123.785508903774,NA,NA,1552.86597632774,2.8500028435797,35297781892.6902,NA,12917000,7,22.5,0.205096773606025
"443","Syrian Arab Republic",2012,5040.8,1.73223074633015,-999191,123.103942710886,NA,NA,1150.18931355227,-26.3390170772532,26000693092.0829,NA,12980000,28,24.3001,0.206365004529634
"444","Syrian Arab Republic",2013,5100.8,1.60191098222441,-2081259,117.060507542341,NA,NA,891.451785733885,-26.3000876615061,19162488016.2659,NA,12291150,26,26.2,0.216879364598356
"445","Syrian Arab Republic",2014,5160.8,1.54792898446221,-1457678,109.308021565104,NA,NA,856.246099923386,-10.310339909053,17186770366.7574,NA,14039749,24,28.09,0.232211345504576
"446","Syrian Arab Republic",2015,5220.8,1.53388922161248,-827474,104.586276752165,NA,NA,857.497867522093,-4.179791613232,16468399180.3822,NA,14312271,44,29.97979724,0.242903242031915
"447","Syrian Arab Republic",2016,5220.8,1.58815963453354,-133823,103.274258018842,NA,NA,812.766088932086,-6.4055907393619,15413500927.5625,NA,13349860,110,31.86962727,0.245968045562778
"448","Syrian Arab Republic",2017,5220.8,1.68568617520901,-293599,103.378385884659,NA,NA,806.074762587407,-0.723281777470547,15302017884.0832,NA,15386000,227,32.7,0.245923103338906
"449","Syrian Arab Republic",2018,5220.8,1.82421731379295,513647,105.284882644448,NA,NA,802.505062685495,1.39317607830837,15515201936.7427,NA,17129676,323,33.77,0.241153020542673
"450","Syrian Arab Republic",2019,5220.8,1.70907921503014,500572,109.449714099003,NA,NA,781.391217414265,1.22070522070523,15704596816.7875,NA,17733979,386,34.65,0.231769072841214
"451","Syrian Arab Republic",2020,5220.8,1.67158061018301,270006,113.122011653869,NA,NA,726.738798208621,-3.87368168638868,15096250725.9744,NA,16660253,686,35.78,0.224363735007591
"452","Timor-Leste",2010,9351,0.188276270542245,-1607,73.2001344989913,NA,NA,1191.1030722367,9.32942855959875,1296499018.68663,0.410665601491928,473020,2,3,0.106570043160867
"453","Timor-Leste",2011,9337,0.183734795167698,-309,74.8470746469401,NA,NA,1234.27559430174,5.95604732776135,1373719113.84357,NA,614151,2,4,0.103865671856356
"454","Timor-Leste",2012,9323,0.208544114915562,-769,76.5081371889711,NA,NA,1266.14485113299,4.85859846757619,1440462609.65758,NA,621000,1,7,0.101259057939167
"455","Timor-Leste",2013,9309,0.245361015890364,-1580,78.1139878950908,10.9975562153,NA,1278.59507888508,3.10288492718347,1485158506.85435,NA,650000,3,11,0.0988330298608331
"456","Timor-Leste",2014,9295,0.289899122594643,-1586,79.6792199058507,NA,NA,1309.53318424493,4.47196009907628,1551574202.68892,NA,1375749,7,17.5,0.0965539360076973
"457","Timor-Leste",2015,9281,0.274201547921675,-5529,81.0903160726294,NA,NA,1322.30088745104,2.76321926703736,1594447600,NA,1376669,11,18.6,0.0945420226851095
"458","Timor-Leste",2016,9267,0.314792506339794,-5475,82.3511768661735,NA,NA,1346.10366532444,3.38297706472279,1648387396.61702,NA,1492124,14,21.2,0.0927678631216713
"459","Timor-Leste",2017,9256,0.351567645687654,-5412,83.6069266980498,0.2570378364,NA,1285.34468525911,-3.05764876280608,1597985499.77811,0.434,1556624,15,24.2,0.0910527776325473
"460","Timor-Leste",2018,9239,0.321433124076626,-5352,84.8584398117014,NA,NA,1257.64677949344,-0.690256532975013,1586955300.4699,0.453051894903183,1468493,37,27.6,0.0893929127586986
"461","Timor-Leste",2019,9225,0.315084570169992,-5265,86.1088096839274,NA,NA,1530.811079542,23.5137925111191,1960108677.0666,NA,1425256,49,28.00455613,0.0870795774570889
"462","Timor-Leste",2020,9211,0.172527994406992,-3506,87.4240080699395,NA,NA,1988.98252518897,31.9144886243049,2585667337.83303,0.454314529895783,1377915,119,34.12927356,0.0857695606521564
"463","Turkiye",2010,210830.8,0.484905510741974,69638,95.1045892181958,1.8373282613,NA,8390.82238003937,8.42710432276191,614169138940.703,0.627476394176483,61769635,6245,39.82,0.292149726188189
"464","Turkiye",2011,211925.24,0.466561307952257,68855,96.3759910606395,1.6546374216,NA,9207.5134948613,11.2001105833504,682956761670.872,NA,65321745,8689,43.06571043,0.276903502951323
"465","Turkiye",2012,213019.68,0.460830220447174,297814,97.8099073580812,1.7334957431,NA,9506.96657498285,4.78849271108008,715660096423.31,NA,67680547,16733,45.13,0.273348831646624
"466","Turkiye",2013,214114.12,0.410990252656724,393572,99.4973129945558,1.7183274792,NA,10138.7969635883,8.48581699653026,776389702522.984,NA,69661108,20046,46.25,0.268673847748117
"467","Turkiye",2014,215208.56,0.41936203075028,703144,101.493020022608,1.8765466313,NA,10430.4124967954,4.9397151613658,814741142369.795,NA,71888416,23067,51.04,0.26499104690257
"468","Turkiye",2015,216303,0.408895165597895,341261,103.486321998883,1.7996121158,NA,10851.9201069804,6.08448690443663,864313960482.343,NA,73639261,28548,53.74497914,0.259271700394713
"469","Turkiye",2016,216303,0.421482523577169,375842,105.270576770656,1.4755805985,NA,11022.4947031155,3.32308420845746,893035841214.625,NA,75061699,103855,58.34773401,0.251569395841198
"470","Turkiye",2017,217524.6,0.435504728397803,-252010,106.661416524824,1.3314474814,NA,11694.888567555,7.50199748917491,960031367599.978,0.626,77800170,271843,64.68461768,0.243611187578836
"471","Turkiye",2018,219083.6,0.418870604833759,-261813,107.596252744825,1.2384446547,NA,11938.7454433443,2.97988525813022,988639200796.515,0.625309884548187,80117999,356867,71.04276084,0.238173720189702
"472","Turkiye",2019,220643.6,0.40021918069835,-218341,108.469893325364,1.1463835834,NA,11935.3878678248,0.783610198384551,996386278399.184,NA,80790877,453706,73.97670229,0.234542465626352
"473","Turkiye",2020,222203.6,0.401102278648884,-80952,109.31931967309,1.0045039656,NA,12072.3994354645,1.9400322454902,1015716493489.77,0.649261832237244,82128104,570108,77.6695605,0.232791351581405
"474","Turks and Caicos Islands",2010,105.2,NA,899,31.2905263157895,NA,NA,NA,NA,NA,NA,NA,3,NA,0.0336405840005383
"475","Turks and Caicos Islands",2011,105.2,NA,821,32.4378947368421,1.6548510181,NA,25240.4131944595,NA,777808573.000464,NA,NA,8,NA,0.0324506749740395
"476","Turks and Caicos Islands",2012,105.2,NA,1256,33.7694736842105,1.8582597748,NA,24009.411965321,-0.97229935533214,770245945.259462,NA,NA,10,NA,0.0311710981577881
"477","Turks and Caicos Islands",2013,105.2,NA,1337,35.3621052631579,NA,NA,23173.6123127498,1.07087701348118,778494332.034517,NA,NA,28,NA,0.0297672203369649
"478","Turks and Caicos Islands",2014,105.2,NA,1005,36.8263157894737,NA,NA,24190.6897861489,8.71129658152685,846311282.16842,NA,NA,31,NA,0.0285836787194512
"479","Turks and Caicos Islands",2015,105.2,NA,1663,38.4610526315789,NA,NA,25783.2941047676,11.3148341336331,942070000,NA,NA,30,NA,0.0273687667633696
"480","Turks and Caicos Islands",2016,105.2,NA,1312,40.2589473684211,NA,NA,26417.9573446856,7.25118054973062,1010381196.60485,NA,NA,33,NA,0.0261465251268106
"481","Turks and Caicos Islands",2017,105.2,NA,1425,41.9410526315789,NA,NA,24726.9473986239,-2.49021899245794,985220492.150769,NA,NA,28,NA,0.0250978817387812
"482","Turks and Caicos Islands",2018,105.2,NA,1403,43.6705263157895,NA,NA,25080.1644890531,5.61095637443547,1040500784.15735,NA,NA,28,NA,0.024103936172777
"483","Turks and Caicos Islands",2019,105.2,NA,1358,45.3473684210526,NA,NA,25438.7832890572,5.32455148316902,1095902784.09258,NA,NA,29,NA,0.0232126276694522
"484","Turks and Caicos Islands",2020,105.2,NA,682,46.6063157894737,NA,NA,18122.4250199858,-26.7828769274205,802388490.184892,NA,NA,30,NA,0.0225855994218087
"485","Venezuela, RB",2010,475050,NA,-52784,32.5548687716116,0.0208215047,NA,NA,-1.48879125078348,NA,NA,27880132,201,37.37,0.0905449419471105
"486","Venezuela, RB",2011,473406,NA,-54377,32.9869723938552,0.0073726365,NA,NA,4.17642535923927,NA,NA,28781999,189,40.22,0.0893588737949913
"487","Venezuela, RB",2012,471762,NA,-55130,33.4112873419874,0.0005291458,NA,NA,5.62595697508641,NA,NA,30569073,355,49.05008307,0.0882240385666634
"488","Venezuela, RB",2013,470118,NA,-57815,33.8280380930786,0.0014281215,NA,NA,1.34309403607476,NA,NA,30896079,443,54.9,0.0871371462604708
"489","Venezuela, RB",2014,468474,NA,-62437,34.2307783005499,NA,NA,NA,-3.89438647450662,NA,NA,30528022,493,57,0.0861119392945273
"490","Venezuela, RB",2015,466830,NA,-77421,34.6122283317272,NA,NA,NA,NA,NA,NA,29093517,645,58,0.0851629278176056
"491","Venezuela, RB",2016,465432.6,NA,-283326,34.8522918201916,NA,NA,NA,NA,NA,NA,27600893,4421,60,0.0845763233657317
"492","Venezuela, RB",2017,464281.8,NA,-817764,34.6504540558925,NA,NA,NA,NA,NA,NA,24493687,8626,61.6,0.0850689776897772
"493","Venezuela, RB",2018,463377.6,NA,-1356759,33.8140162122329,NA,NA,NA,NA,NA,NA,20731169,7956,NA,0.0871732799949091
"494","Venezuela, RB",2019,462720,NA,-976460,32.8458511422255,NA,NA,NA,NA,NA,NA,18476236,6191,NA,0.0897428016177037
"495","Venezuela, RB",2020,462309,NA,-525142,32.3002698259736,NA,NA,NA,NA,NA,NA,16543805,5531,NA,0.0912586402188831
"496","Viet Nam",2010,133880.6,0.853887870372461,-4382,279.006339093631,7.9094555514,NA,2028.60553368665,6.42323821717194,177322462648.35,0.656642436981201,111570201,202,30.65,0.0736451832865177
"497","Viet Nam",2011,135228.2,0.826591803479423,-4378,282.009668543558,11.637502487,NA,2135.78215231252,6.41317768937854,188694467261.171,NA,127318045,327,35.07,0.072865470743754
"498","Viet Nam",2012,136575.8,0.781202687760201,-4545,284.891790580526,18.2364014301,NA,2229.32009199513,5.50454561980331,199081240293.607,NA,131673724,812,36.8,0.071682026311681
"499","Viet Nam",2013,137923.4,0.781857692727675,-4786,288.388578631689,24.5356898295,NA,2327.93265665659,5.5535002447951,210137217460.653,NA,123735557,1286,38.5,0.0711527736393176
"500","Viet Nam",2014,139271,0.808015828233274,-4875,291.142141423425,23.9735026384,NA,2451.15923163041,6.42224665601026,223632747882.053,NA,136148124,1864,41,0.0702522561830754
"501","Viet Nam",2015,140618.6,0.842241483848388,-4761,294.181235102096,29.3702554271,NA,2595.23497870737,6.98716672377549,239258340825.533,NA,120324052,3033,45,0.0759593644517681
"502","Viet Nam",2016,143776.8,0.869796960183256,-4432,297.161429797662,31.2395334813,NA,2741.05293745428,6.69000921330894,255264745870.371,NA,120600235,26098,53,0.0751450749334811
"503","Viet Nam",2017,144153.9,0.842101604288249,-3847,300.038761594497,33.4493320721,NA,2903.02829038899,6.94018778219049,272980598575.506,0.666,120016181,127584,58.14,0.0743174888896508
"504","Viet Nam",2018,144912.9,0.975390948229845,-3080,302.825616008729,33.7576256971,NA,3090.77224054251,7.464991257446,293358576393.691,0.687239348888397,140639140,169056,69.84792868,0.0732460525191507
"505","Viet Nam",2019,145671.9,1.08499552519636,-4028,305.577071681306,35.0105651501,NA,3288.35307286665,7.3592809998546,314947658367.676,NA,136230406,250511,68.66158021,0.0708314116762993
"506","Viet Nam",2020,146430.9,1.09677031920016,-2016,308.359102061392,38.7616911113,NA,3352.06015678922,2.86541194612104,323972206194.572,0.689964532852173,138934626,302313,70.30000012,0.0702234075921467
"507","Virgin Islands (U.S.)",2010,184.3,NA,-1090,309.591428571429,NA,NA,47162.7375570431,0.596383224317051,5110412753.46852,NA,NA,30,31.22,0.00922875310316823
"508","Virgin Islands (U.S.)",2011,185.76,NA,-1018,309.4,NA,NA,43320.176769501,-8.20424555364315,4691141942.36926,NA,NA,52,35.6,0.00923446301597562
"509","Virgin Islands (U.S.)",2012,187.22,NA,-932,309.108571428571,NA,NA,36938.1682086351,-14.8125,3996266542.15582,NA,NA,68,40.5479,0.00924316929788886
"510","Virgin Islands (U.S.)",2013,188.68,NA,-858,308.688571428571,NA,NA,34663.6460602129,-6.28515529469308,3745094983.99146,NA,NA,73,45.3,0.00925574550402162
"511","Virgin Islands (U.S.)",2014,190.14,NA,-748,308.234285714286,NA,NA,34098.7109972738,-1.77453027139875,3678637139.8079,NA,NA,67,50.07,0.00926938692274893
"512","Virgin Islands (U.S.)",2015,191.6,NA,-630,307.748571428571,NA,NA,34007.3529411765,-0.425079702444208,3.663e+09,NA,NA,57,54.8391373,0.00928401663695781
"513","Virgin Islands (U.S.)",2016,193.1,NA,-526,307.188571428571,NA,NA,34614.7482633247,1.6008537886873,3721639274.27962,NA,NA,90,59.6083158,0.00930094125525503
"514","Virgin Islands (U.S.)",2017,194.6,NA,-471,306.517142857143,NA,NA,34435.4944455756,-0.735294117647058,3694274279.6158,NA,NA,113,64.3774943,0.00932131505112741
"515","Virgin Islands (U.S.)",2018,196.1,NA,-458,305.717142857143,NA,NA,35183.2357524821,1.9047619047619,3764641408.75133,NA,NA,92,NA,0.00841113634452014
"516","Virgin Islands (U.S.)",2019,197.6,NA,-458,304.768571428571,NA,NA,36273.0950999508,2.77777777777777,3869214781.21665,NA,80000,126,NA,0.00843731543372489
"517","Virgin Islands (U.S.)",2020,199.1,NA,0,303.685714285714,NA,NA,35620.8719163345,-2.14700681990402,3786142475.98719,NA,80000,69,NA,0.00846740050804403
"518","West Bank and Gaza",2010,99.5,NA,-26350,628.930398671096,1.3490652895,NA,2927.08101953403,5.77736205629419,11082400000,NA,2603582,14,37.4,0.0115420342663717
"519","West Bank and Gaza",2011,99.88,NA,-26662,645.014285714286,0.9687249613,NA,3128.10811061384,9.60080848913594,12146400000,NA,2884964,20,41.08,0.0113923665962226
"520","West Bank and Gaza",2012,100.26,NA,-26918,661.129235880399,0.7258008415,NA,3237.91619995789,6.09645656326154,12886900000,NA,3134700,46,43.4,0.0120157598069145
"521","West Bank and Gaza",2013,100.64,NA,-26976,677.194019933555,0.5845354903,NA,3309.63120243098,4.69856986552234,13492400000,NA,3190233,60,46.6,0.0151124632914597
"522","West Bank and Gaza",2014,101.02,NA,-27076,693.255481727575,0.4210459663,NA,3227.84934482645,-0.157866650855297,13471100000,NA,3197550,88,53.67,0.0142463048096539
"523","West Bank and Gaza",2015,101.4,NA,-22904,709.317607973422,0.3518852325,NA,3272.15432360708,3.72129967114788,13972400000,NA,3531000,139,56.7,0.0134193361641857
"524","West Bank and Gaza",2016,101.4,NA,-22774,725.429900332226,0.3910341069,0.102,3483.09903532972,8.86461881995935,1.5211e+10,NA,3713190,472,59.9,0.0133769230205574
"525","West Bank and Gaza",2017,101.4,NA,-25452,740.000830564784,0.3139785711,NA,3462.97986107136,1.41936756294787,15426900000,0.554,3996206,2440,63.3,0.0130992265654726
"526","West Bank and Gaza",2018,101.4,NA,-25137,758.984551495017,0.4125897817,NA,3417.79440837962,1.22707737782703,15616200000,0.571729004383087,4375502,2143,64.39999371,0.0118822206712194
"527","West Bank and Gaza",2019,101.4,NA,-24737,778.290033222591,0.4632776232,NA,3378.4346209191,1.36268746558062,1.5829e+10,NA,4300230,2613,70.6225837,0.0107201749469512
"528","West Bank and Gaza",2020,101.4,NA,-12369,797.885215946844,1.1549838095,NA,2922.46801084844,-11.3184661065134,14037400000,0.579996645450592,4062334,2573,76.01,0.00961087126288367
"529","Yemen, Rep.",2010,5490,0.403433288174398,-25573,46.8661969430081,0.0376590393,NA,2547.64034625481,7.70230703961865,63038675155.1503,NA,11085000,5,12.35,0.0521743783307642
"530","Yemen, Rep.",2011,5490,0.417097297266358,-21770,48.2520029547133,0.006342143,NA,2159.84514619824,-12.7148968954117,55023372604.9394,NA,11668000,7,14.905,0.0455730009997798
"531","Yemen, Rep.",2012,5490,0.372958314867795,-20983,49.6683353220827,0.0109526265,NA,2148.46647881014,2.3929902093532,56340076524.2316,NA,13900000,13,17.4465,0.045913207792234
"532","Yemen, Rep.",2013,5490,0.471149793396912,-23747,51.1089683125935,0.0135319526,NA,2188.61719834818,4.82351906650533,59057650857.4616,NA,16844700,24,20,0.0445078532087272
"533","Yemen, Rep.",2014,5490,0.46533776723446,-30048,52.5660624656704,0.0750048883,NA,2123.93503990655,-0.188690232450909,58946214838.7786,NA,17100000,36,22.55,0.0415662221694397
"534","Yemen, Rep.",2015,5490,0.31929233151625,-38355,54.0116767998182,0.0757393629,NA,1488.41626715083,-27.9945462536875,42444489460.9387,NA,15021953,37,24.08540947,0.0398926307517268
"535","Yemen, Rep.",2016,5490,0.260889915455796,-39688,55.4463359660587,NA,NA,1313.97360771583,-9.37512381761694,38465266020.2203,NA,16433055,39,24.57920836,0.0374325314318145
"536","Yemen, Rep.",2017,5490,0.265161241133152,-39672,56.8865446900392,NA,NA,1215.75259399281,-5.07179563883867,36514386335.7391,0.369,15357868,94,26.71835477,0.0387222793178846
"537","Yemen, Rep.",2018,5490,0.308509539253999,-39699,58.3186790916151,NA,NA,1194.82055900925,0.752447587579127,36789137954.8417,0.372636258602142,15297789,107,NA,0.037901284723642
"538","Yemen, Rep.",2019,5490,0.300095008961847,-39769,59.7509157717295,NA,NA,1182.50709380008,NA,NA,NA,15238000,129,NA,0.0367074949318773
"539","Yemen, Rep.",2020,5490,0.291799832443435,-86100,61.14750080497,NA,NA,1057.28167053715,NA,NA,0.372784405946732,15178000,169,NA,0.0358691100861398
